"Id","employer_category","job_category","EMPLOYEE_COUNT","Terms_of_emp","Eco_sect","work_description","Job_dep","Working_hours","WORK_CONDITION","EMOLUMENT"
2100,"ct_8","O","tr_3","CDI","QB","434a","03",1737,"P",31958
2101,"ct_9","O","tr_2","CDI","IZ","561c","03",926,"C",12953
2111,"ct_9","O","tr_1","CDI","IZ","561d","03",1660,"C",18574
2113,"ct_9","O","tr_1","CDD","GZ","554b","03",214,"C",1832
2115,"ct_8","O","tr_1","CDI","QA","526b","03",1600,"C",10128
2124,"ct_8","O","tr_1","CDI","PZ","421b","03",1820,"C",29076
2128,"ct_8","O","tr_3","CDD","OZ","545d","03",488,"C",5233
2136,"ct_9","O","tr_6","CDI","CA","461e","63",1461,"C",37949
2141,"ct_3","O","tr_5","CDD","QB","632k","03",1849,"C",20539
2149,"ct_6","O","tr_1","CDI","FZ","632j","03",1505,"C",14996
2151,"ct_9","O","tr_4","CDI","GZ","634c","03",1463,"C",12413
2152,"ct_9","O","tr_0","TOA","IZ","561f","03",138,"P",1124
2154,"ct_9","O","tr_1","TTP","NZ","641a","03",1423,"C",14337
2159,"ct_9","O","tr_3","CDI","QB","525d","03",1181,"C",10248
2163,"ct_9","O","tr_2","CDI","FZ","632k","03",1710,"C",14981
2167,"ct_8","O","tr_4","CDI","QB","526a","03",1550,"C",20064
2190,"ct_9","O","tr_6","CDI","QA","433d","93",2148,"C",46204
2202,"ct_9","O","tr_1","CDI","FZ","463e","63",787,"C",7020
2224,"ct_9","O","tr_1","CDI","KZ","467c","03",1230,"P",23058
2226,"ct_3","O","tr_6","CDD","QA","344c","03",298,"C",3798
2228,"ct_9","O","tr_1","TTP","NZ","555a","03",1584,"C",14779
2231,"ct_9","O","tr_2","CDI","CA","375a","03",1357,"C",44540
2233,"ct_8","O","tr_2","CDI","QB","563a","03",1602,"N",29591
2243,"ct_9","O","tr_2","CDI","GZ","634c","03",1805,"C",23788
2248,"ct_9","O","tr_2","CDI","FZ","481b","71",1638,"C",36313
2253,"ct_9","O","tr_2","CDD","CA","674c","03",584,"C",4666
2258,"ct_9","O","tr_4","CDI","GZ","374a","03",1820,"C",37704
2261,"ct_8","O","tr_3","CDI","OZ","372d","63",1505,"C",52582
2262,"ct_9","O","tr_1","CDI","KZ","467a","23",1821,"C",19183
2268,"ct_9","O","tr_1","CDI","CB","675b","03",1860,"C",17579
2275,"ct_8","O","tr_6","CDI","QB","563b","03",1384,"P",14584
2276,"ct_9","A","tr_5","APP","SZ","673c","03",1327,"C",8329
2286,"ct_9","O","tr_2","CDI","HZ","641a","69",1521,"C",21884
2290,"ct_9","O","tr_3","CDI","GZ","463e","03",1540,"C",26204
2293,"ct_9","O","tr_6","CDI","CL","676c","03",1711,"C",22881
2295,"ct_9","O","tr_2","CDI","KZ","467a","03",1820,"C",35641
2302,"ct_8","O","tr_3","CDI","QB","525d","03",1820,"C",19495
2320,"ct_9","O","tr_4","CDI","QA","525d","04",667,"C",6234
2321,"ct_9","O","tr_3","CDI","FZ","382c","13",1694,"C",37204
2323,"ct_9","O","tr_3","CDI","QB","526a","04",1782,"C",22273
2327,"ct_3","O","tr_4","CDD","QB","525d","04",303,"C",3420
2329,"ct_8","O","tr_2","CDI","PZ","525a","04",1820,"C",16658
2338,"ct_9","O","tr_1","CDI","FZ","632c","04",1820,"C",17869
2351,"ct_9","O","tr_1","CDI","IZ","561b","04",1051,"C",10614
2352,"ct_9","O","tr_1","CDI","GZ","462c","04",1820,"C",39528
2363,"ct_8","O","tr_3","CDI","QB","684a","04",2218,"P",21615
2374,"ct_8","X","tr_5","AUT","QB","675b","04",1806,"C",9664
2387,"ct_6","O","tr_1","CDI","MA","543g","04",1820,"C",19361
2389,"ct_8","O","tr_4","CDI","QB","431f","04",1388,"P",22420
2399,"ct_9","O","tr_2","CDI","SZ","461b","83",1432,"C",27126
2419,"ct_6","O","tr_1","CDI","IZ","636d","04",628,"P",5947
2421,"ct_9","O","tr_1","CDI","FZ","465a","04",1748,"C",25873
2458,"ct_9","O","tr_2","CDI","FZ","641a","04",1721,"C",22620
2460,"ct_9","O","tr_1","CDI","GZ","653a","04",1855,"C",16387
2464,"ct_9","O","tr_2","CDI","FZ","681a","04",1680,"C",16947
2467,"ct_3","O","tr_6","AUT","QA","526a","04",1628,"P",17009
2472,"ct_9","O","tr_1","CDI","HZ","451a","04",1274,"P",16615
2477,"ct_9","O","tr_1","CDI","GZ","554b","04",292,"C",2254
2482,"ct_8","O","tr_3","CDI","QB","525d","04",1760,"C",17065
2486,"ct_2","O","tr_1","CDI","OZ","525b","04",982,"P",9277
2489,"ct_9","O","tr_1","CDI","FZ","477c","04",1734,"C",24342
2506,"ct_9","O","tr_1","CDI","GZ","554c","04",1205,"C",13862
2507,"ct_9","O","tr_3","CDI","JB","554g","06",1384,"C",28615
2524,"ct_9","O","tr_3","CDI","IZ","561d","04",1164,"P",8503
2525,"ct_2","O","tr_1","AUT","PZ","421b","04",1820,"C",23662
2556,"ct_9","O","tr_1","CDI","NZ","543b","04",1596,"C",18143
2564,"ct_9","O","tr_3","CDI","GZ","554b","04",1301,"C",16128
2574,"ct_9","O","tr_3","CDI","CM","477c","13",1581,"C",18721
2578,"ct_8","O","tr_4","CDI","QA","543g","05",1866,"C",17084
2581,"ct_9","O","tr_1","CDI","GZ","636d","05",1197,"C",13918
2586,"ct_9","O","tr_1","CDI","IZ","561f","05",1018,"P",8768
2608,"ct_9","O","tr_1","CDI","CH","673a","05",1753,"C",21726
2610,"ct_9","O","tr_4","CDI","GZ","374a","05",1760,"C",47929
2611,"ct_9","O","tr_2","CDI","CA","674c","38",1370,"C",12965
2649,"ct_8","O","tr_3","CDI","QA","526a","05",360,"P",7912
2651,"ct_8","O","tr_2","CDI","QA","526a","05",1147,"P",16657
2659,"ct_6","O","tr_1","CDI","KZ","467c","05",1795,"C",21652
2666,"ct_9","O","tr_1","CDI","GZ","554f","05",1453,"C",13328
2670,"ct_8","O","tr_2","CDI","IZ","377a","05",1820,"C",51038
2688,"ct_9","O","tr_1","CDI","GZ","634c","05",1736,"C",22407
2689,"ct_9","O","tr_3","CDI","HZ","641b","05",951,"C",13182
2690,"ct_3","O","tr_5","CDI","QA","525d","05",1477,"P",14714
2691,"ct_9","O","tr_3","CDI","RZ","534b","05",1081,"C",11728
2692,"ct_9","O","tr_4","CDI","QA","431f","05",1704,"P",27328
2703,"ct_8","O","tr_6","CDI","QA","526a","05",1797,"C",18806
2719,"ct_9","O","tr_1","CDI","CA","554a","05",1685,"C",15861
2724,"ct_9","O","tr_1","CDI","CA","636c","05",1548,"C",22099
2725,"ct_8","O","tr_6","CDI","QA","434c","05",867,"C",11103
2726,"ct_9","O","tr_3","CDI","HZ","333c","05",1820,"C",26981
2731,"ct_3","O","tr_6","CDI","QA","526d","05",1668,"P",18696
2747,"ct_9","O","tr_1","CDI","FZ","633a","05",1792,"C",17567
2748,"ct_9","O","tr_1","CDI","FZ","633a","05",1792,"C",16594
2749,"ct_8","O","tr_5","CDI","OZ","467d","05",1464,"P",17697
2756,"ct_9","O","tr_4","CDI","GZ","634c","06",1816,"C",22262
2773,"ct_1","O","tr_6","AUT","PZ","531a","30",1820,"C",20848
2782,"ct_9","O","tr_3","CDI","GZ","462d","05",1826,"C",25942
2789,"ct_9","O","tr_1","TOA","PZ","541b","05",733,"P",7998
2792,"ct_8","O","tr_3","CDI","OZ","545d","05",1668,"P",22072
2806,"ct_8","O","tr_3","CDI","QB","344b","05",219,"P",6049
2808,"ct_8","O","tr_4","CDI","QB","434e","04",924,"C",15607
2819,"ct_9","O","tr_4","CDI","GZ","486d","06",1505,"C",25507
2821,"ct_9","O","tr_6","CDI","NZ","684a","06",209,"P",2103
2841,"ct_9","O","tr_2","CDI","FZ","382d","06",1535,"C",28755
2842,"ct_9","O","tr_1","CDI","GZ","554c","06",1713,"C",29512
2845,"ct_9","O","tr_4","CDI","CE","487a","06",1837,"C",21020
2846,"ct_9","O","tr_0","CDI","NZ","676c","06",626,"C",8425
2851,"ct_8","O","tr_4","CDI","QB","434b","06",1820,"C",17079
2853,"ct_7","O","tr_1","CDI","TZ","563c","83",1195,"N",14217
2868,"ct_9","O","tr_6","CDI","NZ","534a","34",885,"C",8583
2876,"ct_9","O","tr_3","CDI","CC","675c","06",1825,"C",23343
2881,"ct_8","O","tr_3","CDI","PZ","423b","75",1597,"C",20596
2886,"ct_9","O","tr_3","CDI","CM","387b","06",1719,"C",27453
2893,"ct_9","O","tr_2","CDI","CA","561d","06",721,"P",6464
2895,"ct_8","O","tr_4","CDI","QB","526a","06",1911,"C",20148
2898,"ct_3","O","tr_5","AUT","QA","526a","06",2055,"C",18171
2914,"ct_9","O","tr_4","CDI","GZ","433d","06",1190,"C",19151
2922,"ct_9","O","tr_1","CDI","IZ","636d","06",708,"C",6104
2926,"ct_9","O","tr_3","CDI","GZ","373d","06",1446,"C",28981
2938,"ct_9","O","tr_5","CDI","DZ","462e","06",1631,"C",37157
2946,"ct_9","O","tr_4","CDI","GZ","643a","06",1820,"C",26103
2949,"ct_9","O","tr_3","CDI","IZ","561d","06",671,"P",6650
2950,"ct_9","O","tr_5","CDI","NZ","684a","06",2177,"P",23878
2951,"ct_9","O","tr_1","TTP","NZ","671c","06",572,"C",7033
2954,"ct_9","O","tr_4","CDI","RZ","373d","06",1088,"C",24284
2977,"ct_7","O","tr_1","CDI","QB","563b","06",863,"N",11634
2980,"ct_8","O","tr_4","CDI","QB","479b","06",1820,"C",16998
2981,"ct_9","O","tr_1","CDI","GZ","544a","06",1816,"C",25201
2982,"ct_8","O","tr_5","CDI","QA","525d","06",1458,"C",15703
2983,"ct_9","O","tr_3","CDI","FZ","477c","06",650,"C",29626
2991,"ct_8","O","tr_6","CDI","QA","526a","06",2074,"C",25637
2998,"ct_9","O","tr_6","CDI","NZ","684a","06",1588,"P",13548
3000,"ct_9","A","tr_3","APP","FZ","681b","06",636,"C",2896
3005,"ct_1","O","tr_4","AUT","PZ","451e","06",1820,"C",20704
3009,"ct_8","O","tr_5","CDI","QA","432b","06",1991,"C",26610
3016,"ct_9","O","tr_3","CDI","GZ","552a","06",667,"P",9380
3031,"ct_9","O","tr_1","CDI","FZ","481b","83",1713,"C",29060
3032,"ct_9","O","tr_2","CDI","GZ","554c","06",1506,"C",16724
3049,"ct_9","O","tr_3","CDI","HZ","451a","06",1828,"C",23489
3061,"ct_3","O","tr_5","CDI","QB","526a","06",1831,"C",20547
3063,"ct_3","O","tr_6","AUT","QA","632k","06",1908,"C",22631
3065,"ct_9","O","tr_1","CDI","KZ","375b","",607,"C",28149
3069,"ct_9","O","tr_2","CDI","GZ","461d","06",1012,"P",14487
3079,"ct_9","O","tr_4","CDI","NZ","534a","06",1738,"C",16228
3084,"ct_9","O","tr_1","CDI","GZ","462a","06",1802,"C",17608
3086,"ct_9","O","tr_1","CDI","IZ","488a","06",859,"C",10610
3092,"ct_9","O","tr_5","CDI","GZ","554e","75",1461,"C",21558
3095,"ct_9","O","tr_2","CDI","MC","422e","06",1492,"C",23604
3096,"ct_9","O","tr_5","CDI","JC","388c","06",1826,"C",30009
3097,"ct_9","O","tr_2","CDI","GZ","554g","06",1587,"C",26054
3102,"ct_9","O","tr_5","CDI","NZ","534a","06",1229,"C",10206
3105,"ct_5","O","tr_5","CDI","HZ","466a","06",1771,"C",32431
3110,"ct_8","O","tr_2","CDI","QB","526c","06",953,"P",8308
3112,"ct_9","O","tr_3","CDI","SZ","563b","06",423,"P",3689
3115,"ct_9","O","tr_6","CDI","JA","643a","06",1177,"C",13472
3116,"ct_2","O","tr_6","AUT","OZ","525a","06",1820,"C",19392
3120,"ct_9","O","tr_1","CDD","GZ","554c","06",400,"C",3905
3121,"ct_9","O","tr_4","CDI","HZ","466c","06",1991,"C",31947
3129,"ct_9","O","tr_6","CDI","CE","461e","06",2098,"C",39926
3131,"ct_9","O","tr_1","CDI","GZ","542a","06",1616,"C",16368
3132,"ct_9","O","tr_5","CDI","NZ","534a","06",1147,"C",15561
3135,"ct_9","O","tr_3","CDI","FZ","632d","06",1603,"C",23783
3140,"ct_9","O","tr_1","TTP","NZ","685a","06",1146,"C",13034
3149,"ct_9","O","tr_6","CDI","HZ","654b","06",1651,"C",30028
3159,"ct_9","O","tr_1","CDI","LZ","376g","06",558,"C",7391
3163,"ct_9","O","tr_2","CDD","JC","388a","06",649,"C",11192
3172,"ct_9","O","tr_6","CDI","CL","387d","78",1906,"C",58207
3176,"ct_9","O","tr_2","CDI","SZ","563c","06",1214,"P",10629
3184,"ct_9","O","tr_1","CDI","SZ","561c","06",1463,"C",14313
3201,"ct_9","O","tr_5","CDI","CJ","383b","06",1820,"C",75379
3205,"ct_9","O","tr_3","CDI","CE","674a","06",2054,"C",19846
3214,"ct_6","O","tr_1","CDI","SZ","562b","06",1261,"P",9198
3215,"ct_9","O","tr_1","CDI","FZ","681b","06",1152,"P",12840
3221,"ct_1","O","tr_6","CDI","PZ","523b","06",1820,"C",17879
3242,"ct_9","O","tr_0","CDI","IZ","636d","06",304,"C",2867
3249,"ct_8","O","tr_4","CDI","QB","434e","06",1823,"C",18041
3250,"ct_8","O","tr_3","CDI","PZ","341a","06",1820,"C",34000
3262,"ct_9","O","tr_1","CDI","IZ","561f","06",600,"C",9322
3263,"ct_9","O","tr_3","CDI","QB","526a","06",1987,"C",19256
3270,"ct_9","O","tr_1","CDD","RZ","465b","79",168,"N",3838
3277,"ct_8","O","tr_5","CDI","QB","563b","06",1409,"P",12963
3278,"ct_6","O","tr_1","CDI","QA","526b","06",1365,"C",14756
3289,"ct_9","O","tr_4","CDI","HZ","641a","06",1891,"C",17591
3292,"ct_9","O","tr_6","CDI","JC","461b","06",1774,"C",25203
3295,"ct_9","O","tr_3","CDI","GZ","487a","06",1889,"C",22928
3303,"ct_9","O","tr_2","CDI","GZ","433d","06",1721,"C",24193
3305,"ct_9","O","tr_5","CDI","FZ","671c","06",1497,"C",19158
3306,"ct_9","O","tr_1","CDI","IZ","488a","06",1349,"C",21393
3318,"ct_9","O","tr_1","CDI","NZ","684a","06",650,"C",4499
3325,"ct_8","O","tr_0","CDI","QB","434d","06",1820,"C",26867
3352,"ct_2","O","tr_6","AUT","OZ","525b","06",1820,"C",16088
3358,"ct_9","O","tr_1","CDI","IZ","561c","06",1484,"C",12639
3360,"ct_9","O","tr_3","CDI","MC","372a","75",1362,"C",51746
3361,"ct_9","O","tr_1","CDI","GZ","344d","06",1564,"P",31782
3367,"ct_9","O","tr_6","CDI","HZ","546d","06",1356,"C",27972
3372,"ct_8","O","tr_6","CDI","QA","451h","06",1669,"C",21426
3378,"ct_8","O","tr_5","CDI","QA","526a","06",1745,"C",20419
3380,"ct_9","O","tr_5","CDI","IZ","561d","13",1507,"P",15721
3382,"ct_8","O","tr_3","CDI","QB","636d","06",273,"C",3020
3383,"ct_9","O","tr_3","CDI","NZ","477a","06",1920,"C",23781
3385,"ct_6","O","tr_1","CDI","FZ","632k","06",1733,"C",15498
3387,"ct_9","O","tr_4","CDI","KZ","388c","06",1843,"C",54309
3395,"ct_9","O","tr_1","CDI","QA","542a","06",1862,"C",22788
3399,"ct_8","O","tr_5","CDI","PZ","341a","06",1820,"C",37417
3401,"ct_9","O","tr_4","CDI","JC","478c","06",924,"C",13426
3402,"ct_8","O","tr_5","CDI","PZ","525b","06",1392,"C",12266
3407,"ct_9","O","tr_6","CDI","GZ","551a","06",945,"C",7654
3417,"ct_9","O","tr_4","CDI","LZ","461d","06",1681,"C",20431
3418,"ct_9","O","tr_6","CDI","CE","388a","06",1820,"C",50016
3423,"ct_9","O","tr_2","CDI","GZ","552a","06",1270,"C",10776
3443,"ct_2","O","tr_1","AUT","PZ","421b","06",1517,"C",27015
3447,"ct_9","O","tr_1","CDI","KZ","376b","06",1820,"C",43018
3448,"ct_9","O","tr_6","CDI","QA","525d","06",1820,"C",17041
3450,"ct_9","O","tr_1","CDI","QA","526e","06",1615,"C",16804
3455,"ct_8","O","tr_4","AUT","QB","676e","06",858,"P",5040
3457,"ct_9","O","tr_6","CDI","FZ","478d","69",1338,"C",19138
3460,"ct_8","O","tr_2","CDI","QA","344b","06",1040,"P",45161
3466,"ct_8","O","tr_5","CDI","SZ","423b","06",1882,"C",23292
3468,"ct_9","O","tr_4","CDI","MA","473c","06",964,"C",11599
3477,"ct_9","O","tr_0","CDI","QB","563b","06",1821,"C",16849
3479,"ct_6","O","tr_2","CDI","IZ","561d","06",809,"C",6645
3481,"ct_9","O","tr_2","CDI","GZ","487a","06",1787,"C",25174
3482,"ct_9","O","tr_2","CDI","FZ","477c","06",386,"C",4488
3487,"ct_9","O","tr_4","CDI","NZ","534b","06",1348,"C",23348
3491,"ct_9","O","tr_6","CDI","GZ","554a","06",1764,"C",23636
3504,"ct_9","O","tr_1","CDI","IZ","377a","06",1143,"C",12133
3508,"ct_9","O","tr_4","CDI","GZ","554b","06",1686,"C",18938
3518,"ct_9","O","tr_6","CDI","MB","478b","06",1988,"C",28123
3523,"ct_9","O","tr_4","TOA","IZ","561f","06",477,"C",9376
3525,"ct_1","O","tr_4","AUT","PZ","341a","06",1820,"C",32522
3542,"ct_9","O","tr_0","CDI","HZ","389b","93",1298,"C",24589
3562,"ct_9","O","tr_5","CDI","NZ","534a","06",933,"C",11913
3568,"ct_6","O","tr_1","CDI","IZ","561c","06",474,"C",3192
3569,"ct_9","A","tr_1","APP","FZ","681b","06",1230,"C",9652
3575,"ct_9","O","tr_5","CDI","QA","526c","06",927,"P",11845
3577,"ct_9","O","tr_3","CDI","QB","525d","06",997,"C",10206
3582,"ct_9","O","tr_1","CDI","PZ","423a","06",1704,"C",18406
3589,"ct_8","O","tr_1","CDI","SZ","354g","06",302,"P",8066
3591,"ct_8","O","tr_2","CDI","OZ","434b","06",1849,"C",33998
3596,"ct_9","O","tr_4","CDI","JC","388a","92",991,"C",23369
3597,"ct_9","O","tr_3","CDI","GZ","374d","74",1788,"C",62203
3600,"ct_9","O","tr_1","CDI","MA","543c","06",1820,"C",19289
3601,"ct_9","O","tr_4","CDI","FZ","481a","78",2031,"C",43871
3602,"ct_9","O","tr_6","CDI","KZ","376d","13",1820,"C",43135
3606,"ct_9","O","tr_2","CDI","JA","388a","06",1820,"C",57124
3614,"ct_9","O","tr_4","CDI","QB","525d","06",880,"C",6667
3622,"ct_9","O","tr_0","CDI","GZ","554f","06",1456,"C",27668
3625,"ct_6","O","tr_1","CDI","NZ","684a","06",519,"P",4513
3626,"ct_9","O","tr_1","CDI","GZ","461b","06",1021,"P",23507
3627,"ct_8","O","tr_1","CDI","QB","434b","06",1750,"C",19495
3632,"ct_8","O","tr_1","CDI","RZ","424a","06",1300,"P",25080
3637,"ct_1","O","tr_5","CDI","OZ","543g","13",1906,"C",21799
3638,"ct_9","O","tr_6","CDI","JC","373b","06",1670,"C",60826
3641,"ct_9","O","tr_2","CDI","FZ","481b","06",1687,"C",34755
3657,"ct_9","O","tr_6","CDI","CL","479b","59",1591,"C",33167
3661,"ct_9","A","tr_1","APP","LZ","462e","06",1730,"C",14319
3663,"ct_9","O","tr_4","CDI","JA","388a","06",1081,"C",25887
3672,"ct_8","O","tr_3","CDI","PZ","341a","06",740,"P",8056
3686,"ct_8","O","tr_5","CDI","PZ","341a","06",1820,"C",27131
3688,"ct_9","O","tr_3","CDI","NZ","463d","06",1835,"C",25727
3689,"ct_9","O","tr_1","CDI","FZ","463e","69",1470,"C",39320
3695,"ct_9","O","tr_1","CDI","GZ","634c","06",1821,"C",19539
3701,"ct_8","O","tr_1","CDI","QB","526d","06",609,"P",6023
3702,"ct_8","O","tr_6","CDI","QA","431f","06",1820,"C",29724
3704,"ct_9","O","tr_1","CDI","LZ","463e","06",1702,"C",25065
3705,"ct_9","O","tr_2","CDI","QB","526c","06",1731,"C",11705
3707,"ct_3","O","tr_5","CDI","QA","451h","06",1830,"C",29806
3709,"ct_1","O","tr_4","CDI","OZ","461e","06",75,"P",6422
3711,"ct_9","O","tr_1","CDI","NZ","466c","92",481,"C",5911
3716,"ct_9","O","tr_4","CDI","MA","544a","06",1596,"C",21816
3719,"ct_9","O","tr_3","CDD","JC","388a","06",2107,"C",28249
3720,"ct_9","O","tr_2","CDD","KZ","467a","06",348,"C",5170
3738,"ct_8","O","tr_5","CDI","QA","526a","06",1904,"C",24717
3740,"ct_9","O","tr_2","CDI","FZ","477c","06",1822,"C",35769
3742,"ct_9","O","tr_5","CDI","GZ","374a","06",2088,"C",30098
3746,"ct_9","O","tr_3","CDI","QB","563b","06",1812,"C",17682
3747,"ct_9","O","tr_1","CDI","GZ","463b","06",1601,"C",34485
3758,"ct_9","O","tr_6","CDI","CI","388e","06",1820,"C",50702
3764,"ct_6","O","tr_1","CDI","QA","542a","06",1208,"P",13119
3767,"ct_2","O","tr_3","AUT","PZ","423b","06",1032,"P",28525
3775,"ct_9","O","tr_4","CDI","QA","344d","06",1820,"C",60946
3785,"ct_9","O","tr_6","CDD","KZ","467b","06",1670,"C",23761
3786,"ct_9","O","tr_4","CDI","QB","525d","06",506,"P",9434
3800,"ct_9","O","tr_6","CDI","KZ","376c","06",1820,"C",44259
3802,"ct_9","O","tr_3","CDI","GZ","487b","06",1139,"C",14157
3811,"ct_9","O","tr_1","CDI","CA","554a","06",1820,"C",18603
3815,"ct_9","O","tr_2","CDI","HZ","466b","06",1505,"C",34281
3816,"ct_9","O","tr_6","CDI","GZ","552a","06",1716,"P",17278
3817,"ct_9","O","tr_5","CDI","QA","525d","06",1824,"C",15949
3827,"ct_9","O","tr_1","CDI","IZ","561d","06",449,"P",4510
3829,"ct_9","O","tr_3","CDI","IZ","561b","06",913,"C",9449
3830,"ct_9","O","tr_2","CDI","JB","621a","60",1903,"C",21213
3837,"ct_9","O","tr_0","CDI","QA","526b","06",1101,"C",13432
3839,"ct_1","O","tr_3","CDI","OZ","461f","83",1825,"C",36564
3843,"ct_9","O","tr_3","CDI","GZ","643a","06",1142,"C",8209
3845,"ct_9","O","tr_1","CDI","CM","462c","76",1200,"P",18514
3848,"ct_9","O","tr_1","CDI","GZ","487a","06",2790,"C",30845
3849,"ct_9","O","tr_6","CDI","KZ","376c","06",1820,"C",39467
3854,"ct_9","O","tr_0","CDI","NZ","461f","06",2655,"C",20903
3861,"ct_9","O","tr_3","CDI","QA","432d","06",1961,"C",30636
3869,"ct_9","O","tr_2","CDI","FZ","542a","83",1734,"C",16956
3873,"ct_9","O","tr_3","CDI","JC","388a","06",923,"C",26986
3880,"ct_9","O","tr_5","CDI","NZ","684a","06",1598,"C",17071
3888,"ct_8","O","tr_4","CDI","QB","637d","06",1279,"C",13768
3914,"ct_9","O","tr_2","CDI","MA","373c","06",1747,"C",46080
3918,"ct_9","O","tr_6","CDI","HZ","654b","06",1651,"C",33466
3931,"ct_2","O","tr_6","AUT","OZ","563a","06",1450,"P",16422
3941,"ct_6","O","tr_1","CDI","NZ","684a","06",1419,"C",10914
3944,"ct_8","O","tr_2","CDI","QB","435b","06",1820,"C",20272
3950,"ct_9","O","tr_3","CDI","KZ","462e","06",661,"C",8879
3952,"ct_9","O","tr_6","CDI","JC","388a","06",1460,"C",23397
3953,"ct_9","O","tr_1","CDI","GZ","373c","06",951,"C",23223
3955,"ct_9","O","tr_1","CDI","GZ","463c","06",1645,"C",43043
3957,"ct_9","O","tr_6","CDI","CM","387a","06",1778,"C",59536
3960,"ct_9","O","tr_5","CDI","FZ","481b","13",1498,"C",27239
3965,"ct_8","O","tr_5","CDI","QB","525d","06",1884,"C",23112
3972,"ct_9","O","tr_3","CDI","SZ","563b","06",423,"P",3905
3976,"ct_9","O","tr_4","CDI","GZ","543f","06",1638,"C",28095
3983,"ct_9","O","tr_3","CDI","GZ","373d","06",1544,"C",26838
3998,"ct_8","O","tr_5","CDI","SZ","423b","06",2003,"C",22365
4007,"ct_9","O","tr_1","CDI","JC","388c","06",1887,"C",37930
4011,"ct_9","O","tr_5","CDI","CE","475a","06",1670,"C",38699
4013,"ct_8","O","tr_6","CDI","OZ","461e","06",2044,"C",20091
4020,"ct_9","O","tr_3","CDI","FZ","651a","83",1436,"C",27424
4036,"ct_8","O","tr_5","CDI","QA","461b","06",1771,"C",20443
4053,"ct_6","O","tr_1","CDI","QA","526b","06",2269,"C",22829
4063,"ct_9","O","tr_3","CDI","QB","563b","06",190,"P",2054
4074,"ct_9","O","tr_5","CDI","NZ","684a","06",246,"C",2222
4075,"ct_2","O","tr_6","AUT","QB","563b","06",1840,"C",20585
4084,"ct_9","O","tr_3","CDI","GZ","433d","06",1853,"C",23501
4087,"ct_9","O","tr_6","CDI","CJ","387a","06",1750,"C",49625
4094,"ct_6","O","tr_1","CDI","QA","526b","06",1564,"C",21823
4096,"ct_9","O","tr_5","CDI","GZ","551a","06",1880,"C",20051
4099,"ct_9","O","tr_4","CDI","QB","525d","06",684,"C",13813
4102,"ct_8","O","tr_3","CDI","SZ","422b","06",1820,"C",28613
4105,"ct_9","O","tr_6","CDI","CF","625c","06",1629,"C",21474
4111,"ct_9","O","tr_3","CDI","GZ","554e","06",1767,"P",18863
4124,"ct_9","O","tr_1","CDI","KZ","467a","06",1820,"C",25262
4134,"ct_9","O","tr_0","CDI","PZ","373d","06",1633,"P",22577
4135,"ct_9","O","tr_3","CDI","GZ","462c","06",1472,"C",29271
4137,"ct_8","O","tr_4","CDI","QA","432b","06",1768,"P",30086
4142,"ct_9","O","tr_2","CDI","MA","543h","06",1741,"C",28581
4149,"ct_9","O","tr_4","CDI","QB","525d","06",1009,"C",7365
4150,"ct_9","O","tr_1","CDI","KZ","467a","06",1805,"C",20442
4154,"ct_9","O","tr_3","CDI","HZ","643a","06",1867,"C",19849
4158,"ct_9","O","tr_1","CDI","MA","545c","06",665,"C",7254
4162,"ct_9","O","tr_3","CDI","QA","525d","06",1422,"C",18403
4171,"ct_9","O","tr_5","CDI","GZ","486d","06",1659,"C",24503
4178,"ct_9","O","tr_6","CDI","GZ","554a","06",1429,"C",17895
4182,"ct_9","O","tr_1","CDI","FZ","472a","06",1750,"C",18256
4190,"ct_9","O","tr_1","CDD","QA","526e","06",559,"C",5575
4198,"ct_9","O","tr_6","CDI","MB","385a","92",1820,"C",57018
4199,"ct_9","O","tr_2","CDI","MA","387c","67",1474,"C",26807
4214,"ct_9","O","tr_1","CDI","FZ","632a","06",1669,"C",19703
4222,"ct_8","O","tr_4","CDI","QB","526d","06",1669,"C",16267
4230,"ct_9","O","tr_5","CDI","NZ","684a","06",1994,"C",16811
4232,"ct_9","O","tr_6","CDI","MA","463d","06",1111,"P",18809
4235,"ct_9","O","tr_1","CDI","KZ","376e","06",400,"C",6540
4236,"ct_8","O","tr_3","CDI","QB","526a","06",1547,"C",11745
4237,"ct_9","O","tr_1","CDI","CA","554a","06",1735,"P",17251
4249,"ct_9","O","tr_3","CDI","GZ","553c","06",1622,"C",17321
4257,"ct_9","O","tr_1","CDI","GZ","554a","06",1556,"C",14773
4266,"ct_8","O","tr_4","CDI","PZ","422b","06",1799,"C",26017
4269,"ct_9","O","tr_2","CDI","QB","526a","06",1838,"C",16266
4274,"ct_7","O","tr_1","CDI","QB","563a","06",3000,"N",16459
4276,"ct_9","O","tr_1","TTP","NZ","641a","06",1262,"C",16364
4279,"ct_9","O","tr_5","CDI","DZ","461d","06",1170,"P",39171
4281,"ct_9","O","tr_1","CDI","KZ","461d","06",1470,"C",28920
4284,"ct_9","O","tr_1","CDI","LZ","542a","06",1617,"C",21098
4287,"ct_8","O","tr_3","CDI","QB","632k","06",1241,"C",13156
